Unnamed: 0,property_type,claim_id,claim_amount,property_value,pml,deductible,claim_status,payment,incident_date,payment_date,incident_type
8599,house,9cf76e28,214880.0,703000.0,141000.0,5000.0,under investigation,0,2014-04-17,,fire
8600,house,89f33fc2,168470.0,326000.0,65000.0,5000.0,under investigation,0,2005-08-16,,other
8601,house,6c9f7a6b,191730.0,680000.0,136000.0,5000.0,settled,186730,2016-04-07,2016-07-06,water damage
8602,house,2c5eca97,186710.0,469000.0,94000.0,1000.0,denied,0,2020-09-21,,fire
8603,house,6dc7f1d1,206420.0,513000.0,103000.0,500.0,settled,205920,2010-08-03,2010-11-01,fire
8604,house,7ce806e6,202740.0,466000.0,93000.0,5000.0,open,20000,2011-02-01,2011-05-02,theft
8605,house,1698af24,192400.0,418000.0,84000.0,2000.0,under investigation,0,2020-01-12,,other
8606,house,e65ee2e1,217120.0,420000.0,84000.0,2000.0,settled,215120,2013-03-19,2013-06-17,fire
8607,house,6bf00b9f,186160.0,468000.0,94000.0,5000.0,settled,181160,2006-03-20,2006-06-18,fire
8608,house,fcb82e45,209220.0,347000.0,69000.0,1000.0,settled,208220,2008-03-08,2008-06-06,fire
8609,house,5240f5be,209420.0,627000.0,125000.0,5000.0,under investigation,0,2009-04-06,,other
8610,house,356c67de,221810.0,533000.0,107000.0,5000.0,settled,216810,2006-05-20,2006-08-18,nat cat
8611,house,22df32c6,216790.0,314000.0,63000.0,500.0,open,20000,2006-04-12,2006-07-11,theft
8612,house,e1fa1317,210770.0,83000.0,17000.0,2000.0,settled,208770,2020-12-14,2021-03-14,other
8613,house,31934b35,207120.0,330000.0,66000.0,5000.0,settled,202120,2010-02-04,2010-05-05,nat cat
8614,house,1ae43b96,200420.0,496000.0,99000.0,500.0,settled,199920,2021-01-14,2021-04-14,fire
8615,house,809a269f,191410.0,390000.0,78000.0,2000.0,settled,189410,2005-02-10,2005-05-11,nat cat
8616,house,f3876102,187780.0,285000.0,57000.0,5000.0,settled,182780,2022-08-24,2022-11-22,fire
8617,house,94043a0c,189580.0,476000.0,95000.0,5000.0,open,20000,2010-03-20,2010-06-18,theft
8618,house,09701db8,186940.0,350000.0,70000.0,500.0,settled,186440,2005-05-02,2005-07-31,water damage
8619,house,852a8c0e,184620.0,671000.0,134000.0,1000.0,under investigation,0,2023-06-14,,nat cat
8620,house,d483bbe7,185960.0,450000.0,90000.0,2000.0,settled,183960,2013-11-20,2014-02-18,fire
8621,house,db84fbce,184720.0,414000.0,83000.0,1000.0,open,20000,2012-09-19,2012-12-18,theft
8622,house,3bf9d9c4,205530.0,479000.0,96000.0,500.0,settled,205030,2019-04-28,2019-07-27,water damage
8623,house,98809d32,207020.0,600000.0,120000.0,1000.0,settled,206020,2009-11-12,2010-02-10,water damage
8624,house,a63b030c,197550.0,326000.0,65000.0,2000.0,settled,195550,2005-04-17,2005-07-16,fire
8625,house,2ca39f37,197430.0,526000.0,105000.0,5000.0,under investigation,0,2014-07-15,,fire
8626,house,58ce0990,211590.0,439000.0,88000.0,5000.0,settled,206590,2014-07-19,2014-10-17,fire
8627,house,68a6526e,199160.0,459000.0,92000.0,5000.0,settled,194160,2007-10-14,2008-01-12,fire
8628,house,3556b484,200130.0,272000.0,54000.0,2000.0,settled,198130,2010-04-11,2010-07-10,water damage
8629,house,c305b7ed,198890.0,493000.0,99000.0,1000.0,settled,197890,2009-12-23,2010-03-23,nat cat
8630,house,9cb48d4e,197970.0,404000.0,81000.0,500.0,settled,197470,2006-06-03,2006-09-01,water damage
8631,house,931681dc,224210.0,498000.0,100000.0,5000.0,under investigation,0,2021-05-07,,fire
8632,house,6215237f,199580.0,476000.0,95000.0,1000.0,settled,198580,2020-10-30,2021-01-28,other
8633,house,c936f151,166610.0,838000.0,168000.0,500.0,under investigation,0,2010-04-30,,nat cat
8634,house,ab6fbc15,205920.0,680000.0,136000.0,2000.0,settled,203920,2008-02-25,2008-05-25,water damage
8635,house,ca6a1a80,178990.0,379000.0,76000.0,5000.0,under investigation,0,2004-07-05,,fire
8636,house,ba487292,181790.0,510000.0,102000.0,500.0,settled,181290,2013-12-11,2014-03-11,water damage
8637,house,65a530a9,225720.0,347000.0,69000.0,5000.0,settled,220720,2013-11-24,2014-02-22,water damage
8638,house,97e1ea51,181130.0,296000.0,59000.0,5000.0,settled,176130,2006-07-15,2006-10-13,fire
8639,house,c5e4496f,196330.0,408000.0,82000.0,1000.0,under investigation,0,2006-06-10,,fire
8640,house,5f402b71,210590.0,264000.0,53000.0,5000.0,settled,205590,2020-06-18,2020-09-16,nat cat
8641,house,3cd4416b,201070.0,384000.0,77000.0,500.0,under investigation,0,2021-04-29,,water damage
8642,house,8d52ea1d,192390.0,505000.0,101000.0,5000.0,settled,187390,2011-08-26,2011-11-24,fire
8643,house,240bce05,227050.0,434000.0,87000.0,5000.0,under investigation,0,2019-11-11,,fire
8644,house,0228ee78,191000.0,359000.0,72000.0,1000.0,settled,190000,2004-04-19,2004-07-18,fire
8645,house,a6b0ed1b,215690.0,735000.0,147000.0,5000.0,settled,210690,2010-11-20,2011-02-18,nat cat
8646,house,cc4e2b59,180730.0,621000.0,124000.0,500.0,settled,180230,2006-06-10,2006-09-08,other
8647,house,72432ed1,173900.0,303000.0,61000.0,1000.0,settled,172900,2020-04-17,2020-07-16,fire
8648,house,c5faef43,186160.0,317000.0,63000.0,2000.0,settled,184160,2007-06-07,2007-09-05,fire
8649,house,9d89a2f5,191280.0,328000.0,66000.0,500.0,settled,190780,2008-02-06,2008-05-06,fire
8650,house,0d063571,211300.0,544000.0,109000.0,500.0,settled,210800,2007-04-06,2007-07-05,fire
8651,house,77f6a716,191060.0,334000.0,67000.0,2000.0,settled,189060,2008-03-11,2008-06-09,water damage
8652,house,ef28c589,224440.0,522000.0,104000.0,5000.0,settled,219440,2011-01-24,2011-04-24,water damage
8653,house,afe0dc5b,204050.0,459000.0,92000.0,1000.0,settled,203050,2009-05-25,2009-08-23,water damage
8654,house,34df52c2,195770.0,628000.0,126000.0,2000.0,settled,193770,2020-06-30,2020-09-28,water damage
8655,house,f0b6465d,214120.0,382000.0,76000.0,500.0,settled,213620,2018-07-07,2018-10-05,water damage
8656,house,a81c168d,220100.0,338000.0,68000.0,1000.0,open,20000,2009-09-26,2009-12-25,theft
8657,house,5fc3b719,225190.0,654000.0,131000.0,5000.0,settled,220190,2010-02-16,2010-05-17,nat cat
8658,house,42f5b47c,198690.0,486000.0,97000.0,500.0,denied,0,2007-06-05,,other
8659,house,d22046db,186010.0,591000.0,118000.0,500.0,settled,185510,2022-12-04,2023-03-04,fire
8660,house,5806200a,218240.0,291000.0,58000.0,5000.0,denied,0,2014-11-20,,fire
8661,house,ace9fec2,205830.0,223000.0,45000.0,500.0,settled,205330,2020-01-01,2020-03-31,water damage
8662,house,a7c9bbd7,222640.0,384000.0,77000.0,500.0,open,20000,2008-10-11,2009-01-09,theft
8663,house,c78cabd2,198080.0,449000.0,90000.0,5000.0,settled,193080,2020-12-27,2021-03-27,other
8664,house,f7a228cb,209950.0,399000.0,80000.0,500.0,settled,209450,2007-04-07,2007-07-06,fire
8665,house,b23306e5,189480.0,301000.0,60000.0,1000.0,settled,188480,2010-10-18,2011-01-16,nat cat
8666,house,1ff72fc7,193500.0,573000.0,115000.0,2000.0,open,20000,2009-11-14,2010-02-12,theft
8667,house,9a603f10,194300.0,533000.0,107000.0,1000.0,settled,193300,2022-10-19,2023-01-17,fire
8668,house,9d6732e8,192170.0,313000.0,63000.0,5000.0,settled,187170,2011-09-12,2011-12-11,nat cat
8669,house,3291b89c,209040.0,317000.0,63000.0,1000.0,settled,208040,2022-01-28,2022-04-28,nat cat
8670,house,09bd5127,194720.0,233000.0,47000.0,5000.0,under investigation,0,2010-11-22,,other
8671,house,2690267e,189320.0,159000.0,32000.0,5000.0,settled,184320,2010-06-20,2010-09-18,water damage
8672,house,bee2b2a8,223880.0,298000.0,60000.0,2000.0,settled,221880,2016-10-12,2017-01-10,fire
8673,house,76cc2b16,200120.0,406000.0,81000.0,5000.0,under investigation,0,2006-06-18,,nat cat
8674,house,b6fd4f1c,195510.0,645000.0,129000.0,500.0,settled,195010,2012-06-16,2012-09-14,fire
8675,house,0cd47cb2,196740.0,382000.0,76000.0,500.0,settled,196240,2008-03-31,2008-06-29,fire
8676,house,0cb10f53,218520.0,451000.0,90000.0,2000.0,settled,216520,2017-05-27,2017-08-25,fire
8677,house,9205c7d1,204120.0,541000.0,108000.0,5000.0,open,20000,2021-03-06,2021-06-04,theft
8678,house,cb10d47c,176620.0,506000.0,101000.0,500.0,under investigation,0,2007-11-07,,fire
8679,house,607c2504,192680.0,374000.0,75000.0,2000.0,settled,190680,2005-11-12,2006-02-10,water damage
8680,house,48f3db74,208420.0,575000.0,115000.0,5000.0,settled,203420,2015-11-01,2016-01-30,nat cat
8681,house,604e4cc4,199400.0,359000.0,72000.0,5000.0,settled,194400,2012-09-11,2012-12-10,nat cat
8682,house,bc815d51,187910.0,512000.0,102000.0,2000.0,settled,185910,2014-07-24,2014-10-22,fire
8683,house,74bca19a,228660.0,472000.0,94000.0,1000.0,settled,227660,2012-12-11,2013-03-11,water damage
8684,house,664f524f,200810.0,235000.0,47000.0,5000.0,settled,195810,2023-11-09,2024-02-07,nat cat
8685,house,b7e1f644,200700.0,518000.0,104000.0,500.0,denied,0,2015-07-14,,other
8686,house,391004d2,193700.0,241000.0,48000.0,1000.0,settled,192700,2004-10-16,2005-01-14,fire
8687,house,6b571662,201960.0,411000.0,82000.0,500.0,denied,0,2010-01-25,,water damage
8688,house,c495e0f5,198650.0,503000.0,101000.0,1000.0,open,20000,2013-09-28,2013-12-27,theft
8689,house,3eb09c70,195670.0,211000.0,42000.0,500.0,settled,195170,2014-08-20,2014-11-18,water damage
8690,house,288de092,187840.0,294000.0,59000.0,5000.0,open,20000,2023-06-30,2023-09-28,theft
8691,house,1a387f63,190800.0,74000.0,15000.0,2000.0,settled,188800,2020-04-16,2020-07-15,water damage
8692,house,fa3308dc,204930.0,388000.0,78000.0,2000.0,settled,202930,2009-03-08,2009-06-06,fire
8693,house,4ed60e77,205090.0,497000.0,99000.0,1000.0,settled,204090,2012-11-23,2013-02-21,fire
8694,house,fd95c9a7,214210.0,428000.0,86000.0,5000.0,settled,209210,2009-11-01,2010-01-30,nat cat
8695,house,3ed56430,173140.0,214000.0,43000.0,5000.0,settled,168140,2012-07-23,2012-10-21,other
8696,house,a2213606,223010.0,645000.0,129000.0,5000.0,settled,218010,2012-01-22,2012-04-21,water damage
8697,house,903f3d5f,186470.0,679000.0,136000.0,5000.0,settled,181470,2014-03-23,2014-06-21,water damage
8698,house,f452293e,190510.0,298000.0,60000.0,1000.0,settled,189510,2008-10-04,2009-01-02,other
8699,house,c9578fca,205030.0,220000.0,44000.0,5000.0,denied,0,2014-11-09,,fire
8700,house,8ee8dcd1,198030.0,499000.0,100000.0,500.0,settled,197530,2016-12-04,2017-03-04,nat cat
8701,house,aa9cd97d,179760.0,253000.0,51000.0,500.0,settled,179260,2014-02-04,2014-05-05,nat cat
8702,house,edfa95e3,188430.0,419000.0,84000.0,2000.0,settled,186430,2023-07-04,2023-10-02,fire
8703,house,68362c35,208750.0,449000.0,90000.0,1000.0,settled,207750,2021-06-22,2021-09-20,fire
8704,house,3faaaf9e,198000.0,521000.0,104000.0,1000.0,settled,197000,2006-01-26,2006-04-26,fire
8705,house,bc5f4b0e,194200.0,564000.0,113000.0,1000.0,under investigation,0,2009-11-22,,water damage
8706,house,c3d07ed5,206940.0,451000.0,90000.0,2000.0,settled,204940,2008-09-26,2008-12-25,water damage
8707,house,8babd528,193400.0,382000.0,76000.0,5000.0,denied,0,2010-04-29,,fire
8708,house,01ca83c7,193820.0,625000.0,125000.0,5000.0,open,20000,2007-10-04,2008-01-02,theft
8709,house,0ec7d4fb,200640.0,287000.0,57000.0,5000.0,settled,195640,2008-10-06,2009-01-04,nat cat
8710,house,2b92601d,196420.0,492000.0,98000.0,1000.0,settled,195420,2012-05-13,2012-08-11,fire
8711,house,0f8eb123,191140.0,444000.0,89000.0,500.0,settled,190640,2014-03-23,2014-06-21,water damage
8712,house,80c7b18e,211240.0,313000.0,63000.0,5000.0,settled,206240,2004-01-07,2004-04-06,fire
8713,house,e9780024,177370.0,417000.0,83000.0,5000.0,under investigation,0,2010-09-01,,nat cat
8714,house,3cc8f3a7,194970.0,183000.0,37000.0,2000.0,settled,192970,2019-11-13,2020-02-11,fire
8715,house,14ce1c57,217050.0,301000.0,60000.0,500.0,denied,0,2014-04-10,,water damage
8716,house,2184dc73,198930.0,619000.0,124000.0,2000.0,settled,196930,2017-09-02,2017-12-01,water damage
8717,house,1055306f,203560.0,413000.0,83000.0,500.0,settled,203060,2020-10-02,2020-12-31,water damage
8718,house,5eb287e8,197170.0,378000.0,76000.0,1000.0,under investigation,0,2004-02-02,,nat cat
8719,house,8d7ca92f,191460.0,283000.0,57000.0,5000.0,settled,186460,2021-02-06,2021-05-07,fire
8720,house,0e5a857c,200020.0,511000.0,102000.0,500.0,under investigation,0,2007-11-01,,other
8721,house,5dd8638b,196450.0,478000.0,96000.0,5000.0,settled,191450,2017-09-08,2017-12-07,water damage
8722,house,7a371efb,198690.0,187000.0,37000.0,500.0,settled,198190,2011-11-09,2012-02-07,fire
8723,house,876651c4,209700.0,247000.0,49000.0,500.0,under investigation,0,2020-02-01,,fire
8724,house,5f9d8c18,221660.0,537000.0,107000.0,1000.0,settled,220660,2014-04-29,2014-07-28,water damage
8725,house,660272a0,201690.0,660000.0,132000.0,500.0,settled,201190,2007-06-27,2007-09-25,fire
8726,house,e0940dfe,208040.0,346000.0,69000.0,2000.0,settled,206040,2014-06-10,2014-09-08,fire
8727,house,1f0a687d,213950.0,486000.0,97000.0,5000.0,open,20000,2020-10-06,2021-01-04,theft
8728,house,75dc8d7f,225110.0,520000.0,104000.0,1000.0,open,20000,2019-06-22,2019-09-20,theft
8729,house,871dde34,202730.0,338000.0,68000.0,500.0,under investigation,0,2006-12-11,,other
8730,house,e38567f6,215170.0,573000.0,115000.0,5000.0,settled,210170,2004-01-16,2004-04-15,nat cat
8731,house,93924f50,200080.0,371000.0,74000.0,2000.0,settled,198080,2016-10-24,2017-01-22,other
8732,house,b1a4f4e7,202370.0,572000.0,114000.0,1000.0,settled,201370,2006-07-11,2006-10-09,water damage
8733,house,7f883bc8,197990.0,397000.0,79000.0,5000.0,settled,192990,2008-11-22,2009-02-20,water damage
8734,house,e98b9b2e,181610.0,311000.0,62000.0,2000.0,settled,179610,2013-06-12,2013-09-10,fire
8735,house,739c78c2,205040.0,392000.0,78000.0,5000.0,under investigation,0,2014-10-09,,water damage
8736,house,cbdbcbb2,185370.0,344000.0,69000.0,500.0,settled,184870,2005-06-26,2005-09-24,fire
8737,house,0d48a80e,202100.0,517000.0,103000.0,1000.0,settled,201100,2009-05-14,2009-08-12,fire
8738,house,8bd4a8c9,196970.0,428000.0,86000.0,5000.0,settled,191970,2008-07-23,2008-10-21,fire
8739,house,39da076d,202130.0,609000.0,122000.0,1000.0,settled,201130,2012-08-31,2012-11-29,other
8740,house,b22a0339,180520.0,445000.0,89000.0,1000.0,under investigation,0,2019-04-18,,water damage
8741,house,c8f36f4a,198620.0,170000.0,34000.0,500.0,settled,198120,2017-01-06,2017-04-06,water damage
8742,house,9e4e4a22,225280.0,603000.0,121000.0,1000.0,settled,224280,2014-11-07,2015-02-05,other
8743,house,3bacba57,181710.0,416000.0,83000.0,2000.0,settled,179710,2019-05-09,2019-08-07,fire
8744,house,93004b6e,203960.0,612000.0,122000.0,5000.0,settled,198960,2023-11-29,2024-02-27,nat cat
8745,house,9a024ea1,214490.0,387000.0,77000.0,2000.0,settled,212490,2010-04-18,2010-07-17,other
8746,house,ca54a955,200050.0,192000.0,38000.0,2000.0,settled,198050,2004-06-13,2004-09-11,water damage
8747,house,cfae86c0,204600.0,318000.0,64000.0,2000.0,settled,202600,2018-10-09,2019-01-07,water damage
8748,house,24b50748,200420.0,350000.0,70000.0,500.0,under investigation,0,2013-07-29,,fire
8749,house,57c7db1c,195260.0,384000.0,77000.0,2000.0,settled,193260,2008-05-26,2008-08-24,nat cat
8750,house,9c80ef29,184760.0,533000.0,107000.0,5000.0,settled,179760,2011-12-15,2012-03-14,nat cat
8751,house,8e751bc4,191310.0,284000.0,57000.0,2000.0,settled,189310,2015-11-15,2016-02-13,fire
8752,house,0b42b6a4,213680.0,596000.0,119000.0,500.0,settled,213180,2021-10-18,2022-01-16,water damage
8753,house,75657982,193870.0,165000.0,33000.0,1000.0,denied,0,2019-09-20,,fire
8754,house,516c4c6c,213450.0,520000.0,104000.0,1000.0,under investigation,0,2007-09-03,,nat cat
8755,house,cf6d2f77,188570.0,181000.0,36000.0,1000.0,settled,187570,2023-04-21,2023-07-20,nat cat
8756,house,77cf2366,193330.0,161000.0,32000.0,5000.0,settled,188330,2009-01-11,2009-04-11,fire
8757,house,2b890c45,202780.0,395000.0,79000.0,5000.0,settled,197780,2014-05-14,2014-08-12,water damage
8758,house,52f83cd0,190640.0,342000.0,68000.0,500.0,settled,190140,2022-11-14,2023-02-12,fire
8759,house,6e44923d,191090.0,249000.0,50000.0,500.0,settled,190590,2009-06-22,2009-09-20,nat cat
8760,house,9f47e7eb,196370.0,698000.0,140000.0,5000.0,settled,191370,2011-08-15,2011-11-13,fire
8761,house,1763659f,191510.0,487000.0,97000.0,500.0,settled,191010,2014-04-04,2014-07-03,fire
8762,house,38be665b,175930.0,504000.0,101000.0,1000.0,settled,174930,2015-07-02,2015-09-30,fire
8763,house,883c3a38,209350.0,610000.0,122000.0,2000.0,settled,207350,2018-06-18,2018-09-16,water damage
8764,house,fcc5f2f8,194910.0,506000.0,101000.0,2000.0,under investigation,0,2018-11-11,,nat cat
8765,house,e7f61365,190080.0,297000.0,59000.0,500.0,settled,189580,2022-04-29,2022-07-28,water damage
8766,house,bfcabef6,188700.0,357000.0,71000.0,500.0,settled,188200,2013-02-23,2013-05-24,water damage
8767,house,0b63c12f,202800.0,502000.0,100000.0,5000.0,open,20000,2015-04-11,2015-07-10,theft
8768,house,d0691d34,190750.0,371000.0,74000.0,5000.0,settled,185750,2013-01-06,2013-04-06,nat cat
8769,house,81019450,183750.0,570000.0,114000.0,1000.0,open,20000,2011-08-16,2011-11-14,theft
8770,house,81c1e3e2,200210.0,501000.0,100000.0,5000.0,settled,195210,2007-08-30,2007-11-28,fire
8771,house,ae13959a,182800.0,317000.0,63000.0,2000.0,settled,180800,2023-06-22,2023-09-20,fire
8772,house,82adbd31,221960.0,642000.0,128000.0,500.0,settled,221460,2007-09-03,2007-12-02,water damage
8773,house,bc4c0316,191120.0,271000.0,54000.0,2000.0,settled,189120,2012-06-22,2012-09-20,other
8774,house,0b19adf5,191470.0,312000.0,62000.0,1000.0,under investigation,0,2015-09-23,,nat cat
8775,house,daab17fa,193580.0,326000.0,65000.0,500.0,settled,193080,2005-07-09,2005-10-07,water damage
8776,house,ef12b221,204950.0,307000.0,61000.0,1000.0,under investigation,0,2007-10-31,,fire
8777,house,002660ff,207530.0,226000.0,45000.0,2000.0,open,20000,2016-11-15,2017-02-13,theft
8778,house,4060d77e,193790.0,470000.0,94000.0,1000.0,under investigation,0,2014-12-30,,other
8779,house,4241cc49,181100.0,517000.0,103000.0,500.0,under investigation,0,2022-01-30,,fire
8780,house,69700a6b,205710.0,399000.0,80000.0,2000.0,settled,203710,2014-12-22,2015-03-22,fire
8781,house,86dcba75,192830.0,557000.0,111000.0,500.0,settled,192330,2019-10-21,2020-01-19,water damage
8782,house,3998046b,214150.0,484000.0,97000.0,1000.0,under investigation,0,2019-09-30,,nat cat
8783,house,d376abb3,185350.0,87000.0,17000.0,5000.0,settled,180350,2008-06-24,2008-09-22,water damage
8784,house,aa9aaddd,202640.0,505000.0,101000.0,5000.0,settled,197640,2004-07-28,2004-10-26,water damage
8785,house,9f737288,204110.0,566000.0,113000.0,1000.0,settled,203110,2016-02-20,2016-05-20,nat cat
8786,house,04f81bf0,218960.0,464000.0,93000.0,5000.0,settled,213960,2005-11-30,2006-02-28,fire
8787,house,ed20a262,224780.0,414000.0,83000.0,2000.0,settled,222780,2005-02-11,2005-05-12,nat cat
8788,house,ccb25dd4,173900.0,633000.0,127000.0,5000.0,settled,168900,2008-01-19,2008-04-18,fire
8789,house,b3c78bb8,197100.0,618000.0,124000.0,500.0,settled,196600,2008-01-22,2008-04-21,water damage
8790,house,ce7b0a21,244870.0,414000.0,83000.0,5000.0,settled,239870,2021-05-18,2021-08-16,water damage
8791,house,ff663790,204580.0,314000.0,63000.0,500.0,settled,204080,2012-01-16,2012-04-15,water damage
8792,house,61c31829,198570.0,654000.0,131000.0,2000.0,under investigation,0,2022-11-01,,fire
8793,house,f0f7b319,195270.0,530000.0,106000.0,1000.0,open,20000,2023-05-21,2023-08-19,theft
8794,house,6e2784ac,195430.0,375000.0,75000.0,5000.0,settled,190430,2005-06-12,2005-09-10,nat cat
8795,house,b6964b20,200040.0,480000.0,96000.0,500.0,denied,0,2007-09-03,,nat cat
8796,house,8976d97b,211100.0,418000.0,84000.0,500.0,settled,210600,2019-03-18,2019-06-16,fire
8797,house,17dc93c6,207610.0,302000.0,60000.0,2000.0,under investigation,0,2022-10-10,,water damage
8798,house,7a522a74,191630.0,469000.0,94000.0,500.0,settled,191130,2012-07-07,2012-10-05,nat cat
8799,house,48db05e8,211270.0,302000.0,60000.0,1000.0,settled,210270,2019-07-06,2019-10-04,fire
8800,house,65de9f69,217360.0,543000.0,109000.0,2000.0,settled,215360,2016-06-11,2016-09-09,water damage
8801,house,b7ad53e4,190260.0,555000.0,111000.0,5000.0,under investigation,0,2009-10-23,,water damage
8802,house,8242e6ba,193020.0,449000.0,90000.0,5000.0,settled,188020,2021-02-28,2021-05-29,fire
8803,house,be3802da,201530.0,524000.0,105000.0,500.0,settled,201030,2013-04-24,2013-07-23,nat cat
8804,house,c344f00b,202370.0,435000.0,87000.0,1000.0,open,20000,2020-04-24,2020-07-23,theft
8805,house,eda935ea,189790.0,147000.0,29000.0,5000.0,settled,184790,2012-07-27,2012-10-25,other
8806,house,b7ce9480,197280.0,539000.0,108000.0,2000.0,settled,195280,2018-05-05,2018-08-03,fire
8807,house,f776334f,186760.0,285000.0,57000.0,500.0,open,20000,2008-12-26,2009-03-26,theft
8808,house,16920dcb,182700.0,497000.0,99000.0,500.0,settled,182200,2019-07-07,2019-10-05,water damage
8809,house,800427a4,203640.0,584000.0,117000.0,1000.0,denied,0,2014-03-01,,fire
8810,house,7618c7bc,211310.0,556000.0,111000.0,1000.0,settled,210310,2022-02-28,2022-05-29,water damage
8811,house,fece9c48,225370.0,535000.0,107000.0,1000.0,settled,224370,2018-03-19,2018-06-17,water damage
8812,house,1d26ce40,200760.0,278000.0,56000.0,1000.0,settled,199760,2020-11-23,2021-02-21,fire
8813,house,df68e8c7,207630.0,497000.0,99000.0,2000.0,settled,205630,2022-03-27,2022-06-25,nat cat
8814,house,9c7a15b9,197030.0,281000.0,56000.0,5000.0,settled,192030,2005-12-15,2006-03-15,fire
8815,house,4cc9073d,204650.0,349000.0,70000.0,5000.0,settled,199650,2005-03-09,2005-06-07,fire
8816,house,b0e5c11e,211730.0,216000.0,43000.0,500.0,settled,211230,2004-03-06,2004-06-04,water damage
8817,house,b463aab2,184950.0,118000.0,24000.0,2000.0,under investigation,0,2019-08-21,,nat cat
8818,house,9eb34019,218330.0,617000.0,123000.0,2000.0,settled,216330,2010-01-25,2010-04-25,water damage
8819,house,9394e103,187100.0,400000.0,80000.0,500.0,under investigation,0,2011-11-23,,water damage
8820,house,d579d6e1,187370.0,685000.0,137000.0,1000.0,settled,186370,2009-02-24,2009-05-25,nat cat
8821,house,1dd844af,190910.0,439000.0,88000.0,1000.0,settled,189910,2015-01-31,2015-05-01,water damage
8822,house,4509a208,183910.0,307000.0,61000.0,2000.0,settled,181910,2023-11-22,2024-02-20,fire
8823,house,81f975c0,209900.0,409000.0,82000.0,1000.0,under investigation,0,2017-08-23,,nat cat
8824,house,bf56ea35,197300.0,442000.0,88000.0,2000.0,settled,195300,2011-11-09,2012-02-07,fire
8825,house,a9489ec0,200890.0,206000.0,41000.0,2000.0,settled,198890,2008-02-26,2008-05-26,water damage
8826,house,266623d1,187650.0,394000.0,79000.0,500.0,settled,187150,2006-05-15,2006-08-13,nat cat
8827,house,a85c4690,209410.0,542000.0,108000.0,500.0,under investigation,0,2020-01-13,,fire
8828,house,bba0b4fc,197310.0,357000.0,71000.0,5000.0,under investigation,0,2007-12-09,,other
8829,house,74f8a39a,199380.0,304000.0,61000.0,1000.0,open,20000,2010-11-13,2011-02-11,theft
8830,house,5c527777,206530.0,467000.0,93000.0,500.0,settled,206030,2005-01-18,2005-04-18,water damage
8831,house,e047efa4,201060.0,422000.0,84000.0,1000.0,open,20000,2008-01-20,2008-04-19,theft
8832,house,9066e429,206730.0,500000.0,100000.0,1000.0,settled,205730,2008-04-24,2008-07-23,water damage
8833,house,7bc7ce4e,192170.0,522000.0,104000.0,500.0,open,20000,2007-07-29,2007-10-27,theft
8834,house,6411a010,188680.0,262000.0,52000.0,2000.0,settled,186680,2005-02-17,2005-05-18,other
8835,house,87771201,231020.0,438000.0,88000.0,1000.0,settled,230020,2013-11-01,2014-01-30,fire
8836,house,66f9d26a,194100.0,399000.0,80000.0,2000.0,settled,192100,2004-01-05,2004-04-04,fire
8837,house,18018ea0,180420.0,290000.0,58000.0,2000.0,open,20000,2016-05-29,2016-08-27,theft
8838,house,e8487f32,200270.0,402000.0,80000.0,1000.0,settled,199270,2014-10-25,2015-01-23,fire
8839,house,a113f045,198370.0,252000.0,50000.0,500.0,denied,0,2012-04-12,,other
8840,house,268f6792,212610.0,582000.0,116000.0,1000.0,settled,211610,2018-04-05,2018-07-04,other
8841,house,c7f30926,213270.0,392000.0,78000.0,2000.0,denied,0,2019-08-04,,fire
8842,house,b15c1897,200460.0,408000.0,82000.0,1000.0,settled,199460,2011-01-13,2011-04-13,fire
8843,house,45ecaa06,209180.0,568000.0,114000.0,2000.0,settled,207180,2012-06-08,2012-09-06,fire
8844,house,589c01b5,195230.0,473000.0,95000.0,500.0,settled,194730,2016-04-02,2016-07-01,fire
8845,house,298e82e3,198730.0,514000.0,103000.0,500.0,settled,198230,2005-01-17,2005-04-17,nat cat
8846,house,6f3da327,208720.0,536000.0,107000.0,5000.0,settled,203720,2012-07-25,2012-10-23,fire
8847,house,2105d786,209270.0,410000.0,82000.0,500.0,settled,208770,2021-05-30,2021-08-28,water damage
8848,house,b8cf20d0,212000.0,563000.0,113000.0,2000.0,settled,210000,2008-01-07,2008-04-06,water damage
8849,house,9465c92a,191010.0,531000.0,106000.0,1000.0,settled,190010,2019-10-15,2020-01-13,nat cat
8850,house,b43b2eca,209770.0,482000.0,96000.0,500.0,settled,209270,2006-10-13,2007-01-11,fire
8851,house,e0ab99d3,198600.0,315000.0,63000.0,5000.0,settled,193600,2012-05-07,2012-08-05,fire
8852,house,8aecb7dc,186310.0,542000.0,108000.0,2000.0,settled,184310,2014-12-08,2015-03-08,water damage
8853,house,222fd3a0,212980.0,317000.0,63000.0,1000.0,settled,211980,2006-03-30,2006-06-28,water damage
8854,house,4c110923,217490.0,328000.0,66000.0,5000.0,settled,212490,2020-10-28,2021-01-26,other
8855,house,1fc715da,202890.0,320000.0,64000.0,5000.0,settled,197890,2021-07-03,2021-10-01,water damage
8856,house,a5c1e0b4,206460.0,546000.0,109000.0,500.0,open,20000,2014-02-28,2014-05-29,theft
8857,house,261af3de,181710.0,437000.0,87000.0,2000.0,settled,179710,2017-05-10,2017-08-08,fire
8858,house,acd6533f,206340.0,491000.0,98000.0,1000.0,settled,205340,2023-11-10,2024-02-08,water damage
