"","property_type","claim_id","claim_amount","property_value","pml","deductible","claim_status","payment","incident_date","payment_date","incident_type"
"11810","house","a44b8d16",193990,510000,102000,1000,"under investigation",0,2009-08-13,NA,"water damage"
"11811","house","2d18cd2d",213380,503000,101000,1000,"open",20000,2015-09-16,2015-12-15,"theft"
"11812","house","4c9c674d",189010,166000,33000,500,"under investigation",0,2020-08-29,NA,"water damage"
"11813","house","14149716",198310,152000,30000,2000,"settled",196310,2016-01-24,2016-04-23,"water damage"
"11814","house","f4170f78",212620,3e+05,60000,2000,"settled",210620,2023-11-06,2024-02-04,"fire"
"11815","house","804923d6",192690,518000,104000,5000,"settled",187690,2007-03-27,2007-06-25,"fire"
"11816","house","33d7080f",204070,399000,80000,1000,"settled",203070,2014-03-22,2014-06-20,"fire"
"11817","house","3f745dcb",190620,531000,106000,500,"settled",190120,2007-10-27,2008-01-25,"other"
"11818","house","c8fec7dc",180040,303000,61000,5000,"open",20000,2009-02-10,2009-05-11,"theft"
"11819","house","de1367c0",182480,409000,82000,2000,"open",20000,2021-12-29,2022-03-29,"theft"
"11820","house","7f55b786",198020,311000,62000,500,"settled",197520,2013-07-23,2013-10-21,"nat cat"
"11821","house","b6c63022",195160,650000,130000,1000,"settled",194160,2004-07-09,2004-10-07,"fire"
"11822","house","70b68921",192610,365000,73000,5000,"settled",187610,2013-12-25,2014-03-25,"nat cat"
"11823","house","45599263",216020,289000,58000,2000,"denied",0,2021-09-03,NA,"water damage"
"11824","house","401c296b",202750,456000,91000,5000,"settled",197750,2021-04-19,2021-07-18,"nat cat"
"11825","house","0e57af03",215560,751000,150000,5000,"settled",210560,2021-11-26,2022-02-24,"other"
"11826","house","21b0263c",199870,387000,77000,5000,"settled",194870,2015-08-31,2015-11-29,"nat cat"
"11827","house","8310d4c2",188630,431000,86000,500,"open",20000,2007-12-15,2008-03-14,"theft"
"11828","house","2f05f7e0",209590,309000,62000,1000,"settled",208590,2020-03-09,2020-06-07,"other"
"11829","house","0b910301",195870,286000,57000,1000,"under investigation",0,2007-04-05,NA,"nat cat"
"11830","house","dfc11d94",191510,508000,102000,2000,"settled",189510,2005-08-21,2005-11-19,"water damage"
"11831","house","842e1251",194820,583000,117000,5000,"settled",189820,2018-02-10,2018-05-11,"fire"
"11832","house","c5f0f61c",181260,361000,72000,500,"settled",180760,2006-03-18,2006-06-16,"water damage"
"11833","house","c2db84ba",215090,199000,40000,500,"under investigation",0,2021-01-23,NA,"nat cat"
"11834","house","46e3a23a",177390,549000,110000,500,"settled",176890,2005-12-15,2006-03-15,"fire"
"11835","house","f1e02930",219700,83000,17000,5000,"open",20000,2013-03-25,2013-06-23,"theft"
"11836","house","4e02468b",180850,352000,70000,5000,"settled",175850,2011-01-10,2011-04-10,"fire"
"11837","house","54871d67",196050,561000,112000,2000,"settled",194050,2021-03-23,2021-06-21,"fire"
"11838","house","39e37670",201760,174000,35000,500,"settled",201260,2022-07-28,2022-10-26,"other"
"11839","house","0aa47c84",207450,356000,71000,2000,"settled",205450,2009-09-04,2009-12-03,"water damage"
"11840","house","71444039",210860,367000,73000,5000,"settled",205860,2018-09-13,2018-12-12,"nat cat"
"11841","house","32886865",184300,339000,68000,5000,"under investigation",0,2019-08-12,NA,"water damage"
"11842","house","7b826e23",219940,382000,76000,1000,"settled",218940,2012-12-23,2013-03-23,"fire"
"11843","house","49380ab9",189950,498000,1e+05,1000,"under investigation",0,2009-11-21,NA,"water damage"
"11844","house","61163b64",199340,436000,87000,500,"settled",198840,2023-05-24,2023-08-22,"nat cat"
"11845","house","3374149d",207510,670000,134000,2000,"under investigation",0,2004-12-01,NA,"water damage"
"11846","house","79603c8b",195810,579000,116000,5000,"under investigation",0,2017-02-24,NA,"other"
"11847","house","7d7e6fa5",187580,501000,1e+05,500,"settled",187080,2019-06-24,2019-09-22,"water damage"
"11848","house","49b17fa1",188350,693000,139000,5000,"settled",183350,2010-10-17,2011-01-15,"other"
"11849","house","6f9628c0",199120,415000,83000,500,"under investigation",0,2005-06-21,NA,"fire"
"11850","house","8adb311c",218540,589000,118000,5000,"settled",213540,2013-10-15,2014-01-13,"fire"
"11851","house","a7e0231e",233960,503000,101000,2000,"settled",231960,2009-04-06,2009-07-05,"fire"
"11852","house","28614c33",194700,241000,48000,2000,"open",20000,2007-01-30,2007-04-30,"theft"
"11853","house","c741678e",178320,354000,71000,500,"open",20000,2007-05-20,2007-08-18,"theft"
"11854","house","ca10153d",201870,451000,90000,1000,"settled",200870,2006-06-22,2006-09-20,"nat cat"
"11855","house","199806d7",220430,702000,140000,5000,"open",20000,2013-06-23,2013-09-21,"theft"
"11856","house","f232389d",217160,652000,130000,5000,"settled",212160,2015-11-18,2016-02-16,"water damage"
"11857","house","adf6346a",201420,373000,75000,2000,"settled",199420,2011-05-31,2011-08-29,"fire"
"11858","house","7caecdca",191090,243000,49000,1000,"under investigation",0,2021-05-16,NA,"water damage"
"11859","house","bcd23ccd",213090,274000,55000,1000,"settled",212090,2005-11-06,2006-02-04,"fire"
"11860","house","e357beb7",185900,285000,57000,5000,"under investigation",0,2012-12-16,NA,"fire"
"11861","house","688f87bb",224320,514000,103000,5000,"settled",219320,2022-02-26,2022-05-27,"nat cat"
"11862","house","9efe849a",208400,434000,87000,500,"settled",207900,2022-04-18,2022-07-17,"water damage"
"11863","house","c9f6fb2f",214530,703000,141000,2000,"under investigation",0,2004-05-29,NA,"nat cat"
"11864","house","47980745",192360,501000,1e+05,5000,"settled",187360,2017-01-13,2017-04-13,"water damage"
"11865","house","e00a58c7",193820,565000,113000,2000,"settled",191820,2015-12-08,2016-03-07,"water damage"
"11866","house","5d8cca02",196270,389000,78000,1000,"settled",195270,2010-06-18,2010-09-16,"nat cat"
"11867","house","60cd64ba",170920,410000,82000,500,"under investigation",0,2014-11-29,NA,"nat cat"
"11868","house","086a6c07",195970,383000,77000,500,"settled",195470,2020-09-12,2020-12-11,"fire"
"11869","house","07f24d13",211770,639000,128000,5000,"settled",206770,2006-01-08,2006-04-08,"nat cat"
"11870","house","689db5e5",224430,632000,126000,1000,"settled",223430,2009-05-09,2009-08-07,"nat cat"
"11871","house","6313d09a",222530,258000,52000,5000,"settled",217530,2009-06-13,2009-09-11,"water damage"
"11872","house","e5df4abf",203760,292000,58000,500,"settled",203260,2016-08-24,2016-11-22,"water damage"
"11873","house","8c6220c7",191670,502000,1e+05,1000,"settled",190670,2014-02-01,2014-05-02,"fire"
"11874","house","27ada5bd",207870,425000,85000,2000,"settled",205870,2010-01-21,2010-04-21,"fire"
"11875","house","957b7f2b",218430,179000,36000,2000,"open",20000,2006-12-25,2007-03-25,"theft"
"11876","house","c6923f18",217190,508000,102000,5000,"settled",212190,2020-12-03,2021-03-03,"nat cat"
"11877","house","5ce0486a",178870,453000,91000,2000,"settled",176870,2004-11-01,2005-01-30,"nat cat"
"11878","house","1d9a2670",224300,442000,88000,5000,"under investigation",0,2007-10-29,NA,"nat cat"
"11879","house","5cabfcad",203480,527000,105000,500,"settled",202980,2004-08-06,2004-11-04,"water damage"
"11880","house","0126a9e7",179010,517000,103000,1000,"settled",178010,2010-02-13,2010-05-14,"water damage"
"11881","house","e2092e92",205680,386000,77000,2000,"settled",203680,2017-12-04,2018-03-04,"fire"
"11882","house","d151797f",206290,415000,83000,2000,"open",20000,2019-08-19,2019-11-17,"theft"
"11883","house","79cb1b7e",193990,632000,126000,1000,"settled",192990,2018-08-06,2018-11-04,"water damage"
"11884","house","a4a02aff",202980,299000,60000,1000,"settled",201980,2014-07-24,2014-10-22,"water damage"
"11885","house","4e2bde78",231530,241000,48000,5000,"open",20000,2020-04-10,2020-07-09,"theft"
"11886","house","c11a173a",187880,5e+05,1e+05,500,"settled",187380,2012-05-21,2012-08-19,"fire"
"11887","house","09251cfe",210970,480000,96000,500,"settled",210470,2007-11-11,2008-02-09,"water damage"
"11888","house","ea84d8fb",185390,391000,78000,5000,"settled",180390,2020-06-21,2020-09-19,"other"
"11889","house","4c84f48b",198400,440000,88000,500,"denied",0,2009-11-28,NA,"fire"
"11890","house","b1a608cb",211760,374000,75000,5000,"settled",206760,2008-09-13,2008-12-12,"water damage"
"11891","house","0bb6bf94",209200,596000,119000,1000,"denied",0,2020-03-10,NA,"fire"
"11892","house","56bb0fbf",214340,650000,130000,500,"settled",213840,2021-02-27,2021-05-28,"other"
"11893","house","4b796d54",213270,482000,96000,1000,"settled",212270,2012-11-28,2013-02-26,"fire"
"11894","house","79e4110c",183160,357000,71000,2000,"denied",0,2007-04-04,NA,"fire"
"11895","house","7636fe51",200420,581000,116000,5000,"settled",195420,2006-01-16,2006-04-16,"water damage"
"11896","house","5f2e23c3",185020,427000,85000,5000,"settled",180020,2011-11-28,2012-02-26,"fire"
"11897","house","44cd448e",222640,556000,111000,500,"settled",222140,2010-04-10,2010-07-09,"fire"
"11898","house","27e2fe3f",195030,453000,91000,1000,"settled",194030,2006-02-05,2006-05-06,"water damage"
"11899","house","5530de78",214460,273000,55000,500,"settled",213960,2008-10-27,2009-01-25,"nat cat"
"11900","house","d7fb2656",206190,199000,40000,500,"denied",0,2023-03-16,NA,"fire"
"11901","house","2f48e118",203070,681000,136000,5000,"settled",198070,2017-02-11,2017-05-12,"water damage"
"11902","house","2c535b4b",190360,414000,83000,1000,"settled",189360,2018-03-01,2018-05-30,"fire"
"11903","house","8ece4092",218060,632000,126000,2000,"settled",216060,2011-04-08,2011-07-07,"nat cat"
"11904","house","2f5fc0a4",186920,272000,54000,2000,"under investigation",0,2022-05-03,NA,"water damage"
"11905","house","313437c4",178520,559000,112000,5000,"settled",173520,2018-03-02,2018-05-31,"fire"
"11906","house","5e9062bd",182510,663000,133000,500,"settled",182010,2020-03-12,2020-06-10,"water damage"
"11907","house","a67cfc4c",196040,398000,80000,2000,"settled",194040,2008-07-14,2008-10-12,"fire"
"11908","house","d18516c9",216500,253000,51000,2000,"settled",214500,2016-06-11,2016-09-09,"fire"
"11909","house","027629cd",188270,660000,132000,500,"settled",187770,2012-03-08,2012-06-06,"other"
"11910","house","50079f3d",201580,595000,119000,1000,"settled",200580,2007-12-06,2008-03-05,"nat cat"
"11911","house","e475fcb9",186350,466000,93000,500,"settled",185850,2005-04-13,2005-07-12,"fire"
"11912","house","752785d8",214840,563000,113000,5000,"open",20000,2008-10-03,2009-01-01,"theft"
"11913","house","2747983e",205300,421000,84000,2000,"settled",203300,2016-10-12,2017-01-10,"nat cat"
"11914","house","42c1d275",203740,534000,107000,5000,"settled",198740,2017-08-04,2017-11-02,"fire"
"11915","house","f7fee535",191580,351000,70000,1000,"settled",190580,2019-02-08,2019-05-09,"other"
"11916","house","8dd6cafc",198200,592000,118000,1000,"settled",197200,2005-12-28,2006-03-28,"nat cat"
"11917","house","d88ef120",169340,596000,119000,2000,"settled",167340,2023-09-12,2023-12-11,"other"
"11918","house","af447289",193540,529000,106000,1000,"settled",192540,2013-07-12,2013-10-10,"other"
"11919","house","a4b64106",188940,347000,69000,1000,"denied",0,2007-12-26,NA,"fire"
"11920","house","1b2d0604",196910,628000,126000,1000,"settled",195910,2018-07-18,2018-10-16,"water damage"
"11921","house","666e28c7",180780,558000,112000,500,"settled",180280,2017-04-20,2017-07-19,"nat cat"
"11922","house","d92efaae",213140,86000,17000,1000,"open",20000,2017-07-18,2017-10-16,"theft"
"11923","house","bb879fb8",188680,478000,96000,500,"settled",188180,2017-06-14,2017-09-12,"nat cat"
"11924","house","10505cf1",226430,572000,114000,2000,"settled",224430,2006-03-11,2006-06-09,"fire"
"11925","house","f35d6493",191780,234000,47000,1000,"under investigation",0,2004-08-02,NA,"other"
"11926","house","2ccd781c",203710,414000,83000,500,"settled",203210,2012-09-08,2012-12-07,"fire"
"11927","house","0a3a02eb",212040,305000,61000,500,"settled",211540,2016-03-10,2016-06-08,"fire"
"11928","house","59b8f279",206540,260000,52000,2000,"settled",204540,2019-11-16,2020-02-14,"fire"
"11929","house","3ac5ddae",192480,334000,67000,1000,"settled",191480,2021-10-06,2022-01-04,"water damage"
"11930","house","74111b30",208290,375000,75000,2000,"denied",0,2007-06-09,NA,"nat cat"
"11931","house","e329390f",193040,701000,140000,1000,"settled",192040,2013-01-16,2013-04-16,"water damage"
"11932","house","7b7c1abc",201570,465000,93000,2000,"settled",199570,2016-07-12,2016-10-10,"water damage"
"11933","house","e992deae",187810,332000,66000,2000,"settled",185810,2005-01-03,2005-04-03,"nat cat"
"11934","house","929661a7",230810,305000,61000,500,"settled",230310,2005-04-16,2005-07-15,"fire"
"11935","house","abfb8368",222760,2e+05,40000,1000,"denied",0,2008-05-20,NA,"water damage"
"11936","house","64aa4c79",214210,249000,50000,1000,"under investigation",0,2012-05-16,NA,"nat cat"
"11937","house","977500b7",179890,453000,91000,500,"settled",179390,2008-03-12,2008-06-10,"water damage"
"11938","house","760f1f6b",204990,268000,54000,5000,"settled",199990,2011-06-24,2011-09-22,"water damage"
"11939","house","ab09d86d",187710,662000,132000,1000,"settled",186710,2014-07-02,2014-09-30,"nat cat"
"11940","house","34fc0c76",182180,301000,60000,500,"settled",181680,2018-07-31,2018-10-29,"fire"
"11941","house","bd02ecc3",197140,373000,75000,5000,"settled",192140,2006-06-14,2006-09-12,"nat cat"
"11942","house","7594bf96",201910,605000,121000,5000,"under investigation",0,2020-01-04,NA,"fire"
"11943","house","5206d8fa",192300,519000,104000,5000,"settled",187300,2014-04-20,2014-07-19,"nat cat"
"11944","house","a35f374e",199420,911000,182000,5000,"settled",194420,2020-01-23,2020-04-22,"water damage"
"11945","house","cc4243b7",192860,641000,128000,1000,"settled",191860,2011-11-25,2012-02-23,"other"
"11946","house","761c919e",182520,610000,122000,5000,"open",20000,2009-07-18,2009-10-16,"theft"
"11947","house","a745c9f9",229460,449000,90000,2000,"under investigation",0,2011-09-17,NA,"fire"
"11948","house","8c674814",213520,411000,82000,1000,"open",20000,2023-08-08,2023-11-06,"theft"
"11949","house","55e90c64",173780,245000,49000,5000,"open",20000,2008-12-11,2009-03-11,"theft"
"11950","house","04a66ea7",214190,99000,20000,2000,"settled",212190,2004-10-30,2005-01-28,"fire"
"11951","house","4f6f91e0",212750,687000,137000,1000,"settled",211750,2006-05-24,2006-08-22,"fire"
"11952","house","0110ca8d",192230,562000,112000,500,"open",20000,2020-01-27,2020-04-26,"theft"
"11953","house","966c697d",223240,325000,65000,1000,"settled",222240,2013-12-27,2014-03-27,"water damage"
"11954","house","0b831d7d",216800,550000,110000,5000,"settled",211800,2019-04-19,2019-07-18,"fire"
"11955","house","66c7a6b1",201110,6e+05,120000,2000,"open",20000,2023-01-27,2023-04-27,"theft"
"11956","house","0c4dc757",191530,347000,69000,500,"settled",191030,2023-05-20,2023-08-18,"nat cat"
"11957","house","282b7bfe",200540,618000,124000,1000,"settled",199540,2006-05-20,2006-08-18,"water damage"
"11958","house","cf0d3d13",199140,548000,110000,5000,"settled",194140,2021-11-30,2022-02-28,"water damage"
"11959","house","df5a627d",190600,540000,108000,2000,"settled",188600,2006-04-11,2006-07-10,"fire"
"11960","house","68ad5646",200940,115000,23000,1000,"open",20000,2014-10-18,2015-01-16,"theft"
"11961","house","9de1fbe5",201890,455000,91000,2000,"denied",0,2016-10-10,NA,"nat cat"
"11962","house","e464689c",200170,182000,36000,2000,"settled",198170,2021-10-30,2022-01-28,"fire"
"11963","house","9ed7f0be",176530,453000,91000,1000,"settled",175530,2005-12-10,2006-03-10,"fire"
"11964","house","24f0fb3a",197970,523000,105000,1000,"open",20000,2013-02-22,2013-05-23,"theft"
"11965","house","80f0dc75",177420,366000,73000,5000,"open",20000,2011-09-05,2011-12-04,"theft"
"11966","house","c325b6fe",195200,88000,18000,2000,"under investigation",0,2019-05-16,NA,"other"
"11967","house","17ad7752",200720,523000,105000,5000,"under investigation",0,2019-06-09,NA,"nat cat"
"11968","house","9c1995ca",211600,338000,68000,2000,"settled",209600,2019-06-03,2019-09-01,"other"
"11969","house","ce4f1b9d",196400,471000,94000,500,"settled",195900,2005-05-16,2005-08-14,"nat cat"
"11970","house","58207f9c",187730,437000,87000,1000,"settled",186730,2022-04-21,2022-07-20,"fire"
"11971","house","059d69df",203680,314000,63000,500,"open",20000,2022-05-03,2022-08-01,"theft"
"11972","house","48864b81",236390,542000,108000,500,"under investigation",0,2020-10-01,NA,"fire"
"11973","house","5d05afd6",181640,318000,64000,5000,"settled",176640,2022-11-20,2023-02-18,"other"
"11974","house","fdd506a6",218040,472000,94000,5000,"settled",213040,2007-06-05,2007-09-03,"nat cat"
"11975","house","3ea0a3e3",207420,393000,79000,1000,"open",20000,2010-06-01,2010-08-30,"theft"
"11976","house","8ab8b5d6",208230,485000,97000,500,"settled",207730,2014-11-21,2015-02-19,"nat cat"
"11977","house","46889986",212180,338000,68000,500,"settled",211680,2023-11-04,2024-02-02,"water damage"
"11978","house","1dbe52b8",208850,592000,118000,5000,"settled",203850,2004-06-25,2004-09-23,"water damage"
"11979","house","462a0220",214120,384000,77000,5000,"denied",0,2014-02-14,NA,"nat cat"
"11980","house","eeccb09b",186870,566000,113000,2000,"under investigation",0,2014-04-28,NA,"water damage"
"11981","house","3317bfe8",202650,734000,147000,1000,"settled",201650,2023-08-09,2023-11-07,"nat cat"
"11982","house","924f5ba4",219510,519000,104000,1000,"settled",218510,2010-11-12,2011-02-10,"fire"
"11983","house","553c93d1",194440,403000,81000,2000,"settled",192440,2007-05-16,2007-08-14,"fire"
"11984","house","21c32c94",187040,491000,98000,2000,"open",20000,2011-09-20,2011-12-19,"theft"
"11985","house","9b7c4845",189380,360000,72000,1000,"open",20000,2010-01-20,2010-04-20,"theft"
"11986","house","6f6d9230",216920,717000,143000,5000,"settled",211920,2021-11-06,2022-02-04,"fire"
"11987","house","ad410aad",234710,413000,83000,5000,"open",20000,2022-10-17,2023-01-15,"theft"
"11988","house","839f172f",193970,811000,162000,500,"settled",193470,2016-08-06,2016-11-04,"fire"
"11989","house","2fee3ab7",216650,594000,119000,500,"settled",216150,2016-04-12,2016-07-11,"fire"
"11990","house","0fda466b",195430,375000,75000,500,"settled",194930,2017-05-19,2017-08-17,"water damage"
"11991","house","b3876515",203380,485000,97000,500,"settled",202880,2016-07-17,2016-10-15,"nat cat"
"11992","house","012d4bf5",201360,424000,85000,500,"settled",200860,2019-10-27,2020-01-25,"fire"
"11993","house","e815cd05",189280,331000,66000,5000,"settled",184280,2009-04-13,2009-07-12,"water damage"
"11994","house","8f05af70",183200,438000,88000,500,"settled",182700,2016-01-05,2016-04-04,"fire"
"11995","house","889bd360",169690,393000,79000,5000,"settled",164690,2011-09-12,2011-12-11,"fire"
"11996","house","7f7374fc",211810,497000,99000,2000,"settled",209810,2015-09-14,2015-12-13,"fire"
"11997","house","dd510f1b",219750,540000,108000,500,"open",20000,2017-07-23,2017-10-21,"theft"
"11998","house","d101fc7e",196790,485000,97000,5000,"under investigation",0,2020-06-18,NA,"water damage"
"11999","house","23964a6e",210790,427000,85000,5000,"settled",205790,2018-04-06,2018-07-05,"nat cat"
"12000","house","0a45deb2",215240,449000,90000,5000,"settled",210240,2012-04-14,2012-07-13,"nat cat"
"12001","house","f78353ca",203670,446000,89000,5000,"under investigation",0,2008-07-04,NA,"water damage"
"12002","house","b9e75e64",219580,381000,76000,5000,"settled",214580,2017-12-12,2018-03-12,"fire"
"12003","house","33b0bd3c",227290,263000,53000,2000,"settled",225290,2008-02-13,2008-05-13,"fire"
"12004","house","4a3e34d5",196640,320000,64000,2000,"settled",194640,2015-06-28,2015-09-26,"other"
"12005","house","a0072533",183020,618000,124000,2000,"open",20000,2011-05-12,2011-08-10,"theft"
"12006","house","128db850",211960,430000,86000,2000,"open",20000,2015-07-06,2015-10-04,"theft"
"12007","house","9cb7da56",198120,426000,85000,2000,"settled",196120,2013-09-29,2013-12-28,"fire"
"12008","house","8e7eed77",187870,511000,102000,2000,"settled",185870,2011-06-18,2011-09-16,"fire"
"12009","house","43410aad",186640,456000,91000,2000,"under investigation",0,2009-12-22,NA,"fire"
"12010","house","1888ab45",210140,427000,85000,2000,"under investigation",0,2007-02-05,NA,"water damage"
"12011","house","2d7bc68e",192380,775000,155000,1000,"settled",191380,2008-01-25,2008-04-24,"nat cat"
"12012","house","656cae12",201330,121000,24000,5000,"settled",196330,2004-06-20,2004-09-18,"nat cat"
"12013","house","c6bd2750",195600,2e+05,40000,2000,"under investigation",0,2019-10-14,NA,"fire"
"12014","house","e3c94ca7",197000,287000,57000,2000,"under investigation",0,2005-05-10,NA,"fire"
"12015","house","387aeb32",195500,255000,51000,2000,"under investigation",0,2017-06-18,NA,"nat cat"
"12016","house","38b33ba7",195630,233000,47000,2000,"open",20000,2015-09-25,2015-12-24,"theft"
"12017","house","f1df4ea5",192650,335000,67000,2000,"settled",190650,2011-01-17,2011-04-17,"fire"
"12018","house","a33ba60e",174320,384000,77000,500,"settled",173820,2021-11-09,2022-02-07,"water damage"
"12019","house","78c3dc66",213190,220000,44000,5000,"settled",208190,2022-12-12,2023-03-12,"fire"
"12020","house","c8a92dcc",186260,540000,108000,1000,"settled",185260,2009-12-14,2010-03-14,"water damage"
"12021","house","443bb226",210370,352000,70000,5000,"settled",205370,2011-10-10,2012-01-08,"other"
"12022","house","088e47cf",207280,415000,83000,500,"settled",206780,2021-02-17,2021-05-18,"nat cat"
"12023","house","45f2f6c0",213750,466000,93000,1000,"settled",212750,2007-06-21,2007-09-19,"water damage"
"12024","house","fa3d78a0",215770,199000,40000,5000,"open",20000,2007-03-22,2007-06-20,"theft"
"12025","house","2c4bed55",168920,530000,106000,1000,"settled",167920,2005-12-26,2006-03-26,"water damage"
"12026","house","bca46db4",213480,294000,59000,5000,"settled",208480,2011-05-15,2011-08-13,"fire"
"12027","house","f580cd52",196840,531000,106000,500,"open",20000,2009-12-21,2010-03-21,"theft"
"12028","house","a979dddb",181060,576000,115000,5000,"settled",176060,2018-07-02,2018-09-30,"nat cat"
"12029","house","c5b648fe",230280,308000,62000,2000,"settled",228280,2006-06-12,2006-09-10,"fire"
"12030","house","2a5685fb",195080,475000,95000,1000,"settled",194080,2005-08-29,2005-11-27,"fire"
"12031","house","e39dbb08",161930,403000,81000,1000,"open",20000,2011-12-27,2012-03-26,"theft"
"12032","house","c3a6233b",179890,493000,99000,2000,"open",20000,2019-02-25,2019-05-26,"theft"
"12033","house","fb876d1d",209240,519000,104000,5000,"settled",204240,2022-03-22,2022-06-20,"fire"
"12034","house","da3b032b",207230,370000,74000,2000,"settled",205230,2011-04-21,2011-07-20,"water damage"
"12035","house","54adce45",219430,413000,83000,2000,"settled",217430,2014-10-29,2015-01-27,"fire"
"12036","house","efbb658c",193600,558000,112000,1000,"denied",0,2014-04-04,NA,"fire"
"12037","house","7f1dc87b",197350,288000,58000,2000,"settled",195350,2007-06-18,2007-09-16,"fire"
"12038","house","ec98c3c8",191790,323000,65000,5000,"under investigation",0,2011-02-05,NA,"nat cat"
"12039","house","390d659b",188710,396000,79000,500,"settled",188210,2017-12-12,2018-03-12,"fire"
"12040","house","f6c1b3b9",216640,464000,93000,2000,"settled",214640,2011-07-10,2011-10-08,"fire"
"12041","house","681703ee",218030,399000,80000,2000,"settled",216030,2021-11-03,2022-02-01,"fire"
"12042","house","ff07ef05",190980,646000,129000,5000,"settled",185980,2017-03-04,2017-06-02,"other"
"12043","house","9ec2b9ae",199210,412000,82000,2000,"denied",0,2016-10-28,NA,"fire"
"12044","house","543f4341",197500,522000,104000,1000,"settled",196500,2014-07-17,2014-10-15,"nat cat"
"12045","house","e18cb732",203790,420000,84000,1000,"settled",202790,2023-09-29,2023-12-28,"water damage"
"12046","house","3690b702",182030,380000,76000,1000,"settled",181030,2007-12-22,2008-03-21,"water damage"
"12047","house","bcb60a09",192120,225000,45000,1000,"under investigation",0,2017-11-22,NA,"water damage"
"12048","house","bcb5f009",184300,675000,135000,1000,"open",20000,2013-05-14,2013-08-12,"theft"
"12049","house","3b89c3c1",200860,429000,86000,2000,"settled",198860,2010-05-16,2010-08-14,"water damage"
"12050","house","b5160002",221220,455000,91000,1000,"settled",220220,2015-05-25,2015-08-23,"nat cat"
"12051","house","1254f30c",206990,213000,43000,1000,"open",20000,2016-08-18,2016-11-16,"theft"
"12052","house","1314dab5",195380,625000,125000,1000,"settled",194380,2010-08-04,2010-11-02,"nat cat"
"12053","house","fe8af494",209600,321000,64000,1000,"settled",208600,2007-04-06,2007-07-05,"water damage"
"12054","house","02c85ac1",208570,45000,9000,500,"under investigation",0,2022-11-03,NA,"nat cat"
"12055","house","01666082",189010,405000,81000,500,"settled",188510,2022-08-24,2022-11-22,"other"
"12056","house","6c54cefe",191500,412000,82000,5000,"settled",186500,2022-02-18,2022-05-19,"fire"
"12057","house","0523773d",204070,145000,29000,500,"settled",203570,2017-05-17,2017-08-15,"fire"
"12058","house","5cc45f96",215080,420000,84000,1000,"settled",214080,2019-01-29,2019-04-29,"fire"
"12059","house","47c45265",202740,2e+05,40000,5000,"settled",197740,2009-07-16,2009-10-14,"fire"
"12060","house","8dbc10b5",221180,361000,72000,1000,"settled",220180,2010-07-16,2010-10-14,"fire"
"12061","house","9e24fecf",212190,258000,52000,1000,"settled",211190,2011-07-26,2011-10-24,"fire"
"12062","house","289d178d",189400,754000,151000,2000,"settled",187400,2017-12-18,2018-03-18,"nat cat"
"12063","house","7163a1dc",225350,398000,80000,2000,"settled",223350,2022-11-28,2023-02-26,"nat cat"
"12064","house","cc964f38",182880,220000,44000,1000,"open",20000,2009-01-03,2009-04-03,"theft"
"12065","house","a184d958",183820,463000,93000,5000,"settled",178820,2011-10-05,2012-01-03,"nat cat"
"12066","house","37c96249",206400,555000,111000,2000,"under investigation",0,2004-03-19,NA,"fire"
"12067","house","b1d39255",198980,462000,92000,2000,"settled",196980,2005-11-19,2006-02-17,"fire"
"12068","house","d057782e",216520,254000,51000,1000,"settled",215520,2022-12-06,2023-03-06,"fire"
"12069","house","88bfb534",177750,273000,55000,500,"settled",177250,2007-01-04,2007-04-04,"fire"
"12070","house","5c394f1c",184010,174000,35000,2000,"settled",182010,2012-11-08,2013-02-06,"nat cat"
"12071","house","f2a26c35",192110,616000,123000,500,"settled",191610,2020-04-16,2020-07-15,"nat cat"
"12072","house","26c79392",196720,326000,65000,500,"settled",196220,2008-12-03,2009-03-03,"nat cat"
"12073","house","d4fe2d68",203010,404000,81000,1000,"settled",202010,2006-11-22,2007-02-20,"water damage"
"12074","house","f16e9f41",198170,254000,51000,5000,"settled",193170,2010-11-06,2011-02-04,"nat cat"
"12075","house","2fa65085",193420,639000,128000,1000,"settled",192420,2023-04-30,2023-07-29,"water damage"
"12076","house","4b4e970b",184030,379000,76000,500,"settled",183530,2017-01-19,2017-04-19,"nat cat"
"12077","house","24e6a031",175850,461000,92000,2000,"under investigation",0,2022-10-04,NA,"nat cat"
"12078","house","bfe1d956",198070,583000,117000,5000,"under investigation",0,2016-01-11,NA,"water damage"
"12079","house","a26c78ea",224280,505000,101000,500,"under investigation",0,2020-03-05,NA,"fire"
"12080","house","3c06be95",183910,427000,85000,1000,"settled",182910,2009-08-14,2009-11-12,"water damage"
"12081","house","37c0c58b",186250,302000,60000,500,"settled",185750,2007-08-02,2007-10-31,"fire"
"12082","house","ffc0e57a",219760,349000,70000,5000,"settled",214760,2011-07-26,2011-10-24,"water damage"
"12083","house","d7823988",203170,474000,95000,5000,"settled",198170,2014-11-11,2015-02-09,"water damage"
"12084","house","86c9245e",185110,545000,109000,2000,"settled",183110,2008-12-09,2009-03-09,"other"
"12085","house","b8c325bb",195090,453000,91000,1000,"settled",194090,2008-01-20,2008-04-19,"water damage"
"12086","house","212ec00e",177590,318000,64000,500,"open",20000,2009-06-04,2009-09-02,"theft"
"12087","house","18624122",192410,416000,83000,2000,"settled",190410,2018-08-13,2018-11-11,"nat cat"
